ID	symbol.x	lfc.1484	p.1484	ENSID	symbol.y	lfc.2450	p.2450
100038909	Gm14548	0	1	ENSMUSG00000074417	Gm14548	0	1
100038927	Gm15284	0	1	ENSMUSG00000074444	Defa30	0	1
100038941	Vmn2r121	0	1	ENSMUSG00000072049	Vmn2r121	0	1
100038948	Mup9	0	1	ENSMUSG00000078686	Mup9	0	1
100038949	Gm1979	0	1	ENSMUSG00000091049	Gm1979	0	1
100038977	Gm1993	0	1	ENSMUSG00000073267	Gm1993	0	1
100039008	Mup10	0	1	ENSMUSG00000078680	Mup10	0	1
100039010	LOC100039010	0	1	ENSMUSG00000095763	AC124606.2	0	1
100039028	Mup11	0	1	ENSMUSG00000073834	Mup11	0	1
100039030	Gm2012	0	1	ENSMUSG00000082639	Gm2012	0	1
100039034	Gm20795	0	1	ENSMUSG00000095452	Gm20795	0	1
100039042	Gm2016	0	1	ENSMUSG00000072905	Gm2016	0	1
100039045	Gm10471	0	1	ENSMUSG00000073116	Gm10471	0	1
100039052	Gm2022	0	1	ENSMUSG00000113971	Gm2022	0	1
100039054	Mup12	0	1	ENSMUSG00000094793	Mup12	0	1
100039065	Gm2030	0	1	ENSMUSG00000083628	Gm2030	0	1
100039087	Gm2042	0	1	ENSMUSG00000096276	Gm2042	0	1
100039116	Mup14	0	1	ENSMUSG00000073830	Mup14	0	1
100039120	Gm14525	0	1	ENSMUSG00000071788	Gm14525	0	1
100039123	Gm14295	0	1	ENSMUSG00000078877	Gm14295	0	1
100039139	Ccdc152	-0.590070613504073	0.00239752797844528	ENSMUSG00000091119	Ccdc152	0	1
100039150	Mup15	0	1	ENSMUSG00000096674	Mup15	0	1
100039175	Gm9780	0	1	ENSMUSG00000094800	Gm9780	0	1
100039177	Mup16	0	1	ENSMUSG00000078675	Mup16	0	1
100039192	Tmem254c	0	1	ENSMUSG00000072680	Tmem254c	0	1
100039206	Mup17	0	1	ENSMUSG00000096688	Mup17	0	1
100039213	Cphx2	0	1	ENSMUSG00000098463	Cphx2	0	1
100039227	Duxbl2	0	1	ENSMUSG00000072675	Duxbl2	0	1
100039240	Gm10058	0	1	ENSMUSG00000095293	Gm10058	0	1
100039246	Plac9b	0	1	ENSMUSG00000072674	Plac9b	0	1
100039257	Tmem254b	0	1	ENSMUSG00000021867	Tmem254b	0	1
100039280	Cphx3	0	1	ENSMUSG00000094817	Cphx3	0	1
100039293	Duxbl3	0	1	ENSMUSG00000072672	Duxbl3	0	1
100039315	Gm10436	0	1	ENSMUSG00000066027	Gm10436	0	1
100039319	Gm14920	0	1	ENSMUSG00000067441	H2afb1	0	1
100039324	Gm10147	0	1	ENSMUSG00000096457	Gm10147	0	1
100039377	Gm10096	0	1	ENSMUSG00000095887	Gm10096	0	1
100039452	Gm2244	0	1	ENSMUSG00000092036	Gm2244	0	1
100039467	Gm10487	0	1	ENSMUSG00000094759	Gm10487	0	1
100039479	Vmn1r186	0	1	ENSMUSG00000096776	Vmn1r186	0	1
100039550	Gm10486	0	1	ENSMUSG00000073247	Gm10486	0	1
100039551	Tgif2lx2	0	1	ENSMUSG00000100194	Tgif2lx2	0	1
100039574	Gm20806	0	1	ENSMUSG00000094739	Gm20806	0	1
100039585	Gm14819	0	1	ENSMUSG00000073245	Gm14819	0	1
100039595	Gm20807	0	1	ENSMUSG00000104267	Gm20807	0	1
100039596	Tcf24	-1.29057410285154	0.151795328840094	ENSMUSG00000099032	Tcf24	-1.5714504977291	0.28634761548692
100039614	Gm20809	0	1	ENSMUSG00000093868	Gm20809	0	1
100039672	Msmp	0.485947951922055	0.438207506646657	ENSMUSG00000078719	Msmp	0	1
100039707	Gm2382	0.101460857200715	0.862257689651624	ENSMUSG00000079427	Mthfsl	-0.173787760775313	0.893486703461566
100039753	Gm20815	0	1	ENSMUSG00000101053	Gm20815	0	1
100039781	Hrct1	0	1	ENSMUSG00000071001	Hrct1	0	1
100039795	Ildr2	1.78462996779922	0.00127591569592537	ENSMUSG00000040612	Ildr2	0.471421307256723	0.135010374081651
100039796	Tgtp2	2.35443767386507	7.98045363379295e-05	ENSMUSG00000078921	Tgtp2	1.73669786268787	0.312675406256112
100039801	Cldn24	0	1	ENSMUSG00000061974	Cldn24	0	1
100039810	Gm20816	0	1	ENSMUSG00000095634	Gm20816	0	1
100039863	Gm13306	0	1	ENSMUSG00000073877	Gm13306	0	1
100039890	Gm15093	0	1	ENSMUSG00000094941	Gm15093	0	1
100039899	Gm2483	0	1	ENSMUSG00000105993	Tex13c2	0	1
100039905	Gm20820	0	1	ENSMUSG00000100240	Gm20820	0	1
100039913	Rhox2b	0	1	ENSMUSG00000079638	Rhox2b	0	1
100039934	Gm15085	0	1	ENSMUSG00000095621	Gm15085	0	1
100039948	Rhox2c	0	1	ENSMUSG00000079637	Rhox2c	0	1
100039953	Gfy	0	1	ENSMUSG00000095276	Gfy	0	1
100039968	Gm12942	-0.224363282320389	0.316910016557273	ENSMUSG00000070737	Tmem35b	-0.00462676468358804	0.992850964170669
100040016	Rhox2e	0	1	ENSMUSG00000096788	Rhox2e	0	1
100040022	Gm20822	0	1	ENSMUSG00000095172	Gm20822	0	1
100040031	Gm20823	0	1	ENSMUSG00000093950	Gm20823	0	1
100040048	Ccl27b	0	1	ENSMUSG00000096826	Ccl27b	0	1
100040160	Gm20826	0	1	ENSMUSG00000094081	Gm20826	0	1
100040187	Gm20828	0	1	ENSMUSG00000094838	Gm20828	0	1
100040201	Gm10229	0	1	ENSMUSG00000068075	Gm10229	0	1
100040208	Gm2663	0	1	ENSMUSG00000096525	Gm2663	0	1
100040214	Gm10228	0	1	ENSMUSG00000068074	Gm10228	0	1
100040223	Gm20831	0	1	ENSMUSG00000094325	Gm20831	0	1
100040233	Gm10334	0	1	ENSMUSG00000071517	Gm10334	0	1
100040248	Gm11563	0	1	ENSMUSG00000069718	Gm11563	0	1
100040268	Olfr157	0	1	ENSMUSG00000111611	Olfr157	0	1
100040276	Gm11595	0	1	ENSMUSG00000078668	Gm11595	0	1
100040299	Gm2696	0	1	ENSMUSG00000112600	Gm2696	0	1
100040448	Gm2777	0	1	ENSMUSG00000094352	Btbd35f19	0	1
100040458	Gm2784	0	1	ENSMUSG00000095229	Btbd35f26	0	1
100040462	Mndal	0.682525327916481	0.443428753668126	ENSMUSG00000090272	Mndal	0.24420088801019	0.902772138427682
100040482	Gm2799	0	1	ENSMUSG00000096194	Btbd35f2	0	1
100040531	Dynlt1f	0	1	ENSMUSG00000095677	Dynlt1f	0	1
100040533	Gm2825	0	1	ENSMUSG00000094727	Btbd35f5	0	1
100040563	Dynlt1c	0	1	ENSMUSG00000000579	Dynlt1c	0	1
100040591	Kcnj13	0.873160114245569	0.507680027315956	ENSMUSG00000079436	Kcnj13	1.19910390362181	0.449424880062203
100040599	Gm15319	0	1	ENSMUSG00000074449	Gm15319	0	1
100040606	Gm2863	0	1	ENSMUSG00000101500	Btbd35f12	0	1
100040608	Fancf	-0.0556213866603264	0.885175131228272	ENSMUSG00000092118	Fancf	-0.114819460096198	0.891468510637839
100040635	Gm15023	0	1	ENSMUSG00000079432	Gm15023	0	1
100040671	Gm2897	0	1	ENSMUSG00000079410	Gm2897	0	1
100040698	Gm2913	0	1	ENSMUSG00000101294	Btbd35f15	0	1
100040712	Gm20850	0	1	ENSMUSG00000100902	Gm20850	0	1
100040722	Gm2927	0	1	ENSMUSG00000095934	Btbd35f13	0	1
100040732	Gm2933	0	1	ENSMUSG00000078324	Btbd35f14	0	1
100040766	Mroh2a	0.59581473717954	0.320013302835684	ENSMUSG00000079429	Mroh2a	-1.43106278108821	0.513232666149652
100040781	Gm2964	0	1	ENSMUSG00000096915	Btbd35f6	0	1
100040786	Gm20852	0	1	ENSMUSG00000096666	Gm20852	0	1
100040843	Cyp4a32	0	1	ENSMUSG00000063929	Cyp4a32	0	1
100040854	Gm13040	0	1	ENSMUSG00000070616	Gm13040	0	1
100040867	Gm16405	0	1	ENSMUSG00000096468	Gm16405	0	1
100040894	Gm16430	0	1	ENSMUSG00000094714	Gm16430	0	1
100040911	Gm20854	0	1	ENSMUSG00000095650	Gm20854	0	1
100040923	Gm3043	0	1	ENSMUSG00000090364	Gm3043	0	1
100040926	Gm3045	0	1	ENSMUSG00000110477	Gm3045	0	1
100040937	Gm16390	0	1	ENSMUSG00000072100	Cldn34b1	0	1
100040944	Gm3055	-0.824278606229881	0.474552754095939	ENSMUSG00000112160	Gm3055	-0.483802700266343	0.610104679250426
100040972	Tceal7	0	1	ENSMUSG00000079428	Tceal7	0	1
100040981	Gm16429	0	1	ENSMUSG00000096230	Gm16429	0	1
100041032	Gm3106	0	1	ENSMUSG00000096259	Gm3106	0	1
100041054	Gm3115	0	1	ENSMUSG00000091022	Gm3115	0	1
100041077	Gm13102	0	1	ENSMUSG00000073723	Gm13102	0	1
100041085	G630090E17Rik	0.901747134338085	0.31684464361906	ENSMUSG00000071335	Mfsd4b3	2.33364934531374	0.131542786691566
100041096	Iqcf6	0	1	ENSMUSG00000091129	Iqcf6	0	1
100041102	Gm3139	0	1	ENSMUSG00000095074	Gm3139	0	1
100041115	Gm3147	0	1	ENSMUSG00000095503	Gm3147	0	1
100041139	Gm3159	0	1	ENSMUSG00000095056	Gm3159	0	1
100041146	Gm15448	0	1	ENSMUSG00000074419	Gm15448	0	1
100041151	Gm3636	-0.243515245414531	0.673194087908585	ENSMUSG00000091754	Gm3636	0.73428226932086	0.721973105018585
100041179	Gm3183	0	1	ENSMUSG00000095954	Gm3183	0	1
100041187	Olfr596	0	1	ENSMUSG00000073953	Olfr596	0	1
100041223	Gm20865	0	1	ENSMUSG00000093848	Gm20865	0	1
100041230	Hist1h4m	0	1	ENSMUSG00000069306	Hist1h4m	0	1
100041250	Gm3233	0	1	ENSMUSG00000094120	Gm3233	0	1
100041256	Gm20867	0	1	ENSMUSG00000096898	Gm20867	0	1
100041261	Gm3238	0	1	ENSMUSG00000095817	Gm3238	0	1
100041264	Gm10424	0	1	ENSMUSG00000096066	Gm10424	0	1
100041281	Gm3250	0	1	ENSMUSG00000096481	Gm3250	0	1
100041296	Gm3259	0	1	ENSMUSG00000079424	Gm3259	0	1
100041306	Gm3264	0	1	ENSMUSG00000094132	Gm3264	0	1
100041336	Gm3278	0	1	ENSMUSG00000091185	Gm3278	0	1
100041345	Gm20870	0	1	ENSMUSG00000100535	Gm20870	0	1
100041351	Gm3285	0	1	ENSMUSG00000111915	Gm3285	0	1
100041352	Tcp10c	0	1	ENSMUSG00000052469	Tcp10c	0	1
100041354	Gm3286	0	1	ENSMUSG00000079423	Gm3286	0	1
100041362	Gm20873	0	1	ENSMUSG00000095148	Gm20873	0	1
100041375	Cyp3a41b	0	1	ENSMUSG00000075552	Cyp3a41b	0	1
100041379	Gm13242	0	1	ENSMUSG00000058186	Zfp980	0	1
100041412	Gm11938	0	1	ENSMUSG00000057674	Gm11938	0	1
100041433	Gm13247	0	1	ENSMUSG00000056300	Zfp981	0	1
100041449	Cyp3a59	0	1	ENSMUSG00000061292	Cyp3a59	0	1
100041488	Gm11937	0	1	ENSMUSG00000058725	Gm11937	0	1
100041505	Gm3376	0	1	ENSMUSG00000096520	Gm3376	0	1
100041515	Gm3383	0	1	ENSMUSG00000096629	Gm3383	0	1
100041546	Ly6c2	0.524243825643293	0.421627315305756	ENSMUSG00000022584	Ly6c2	0	1
100041548	Gm3402	0	1	ENSMUSG00000041505	Gm3402	0	1
100041550	Gm20877	0	1	ENSMUSG00000095520	Gm20877	0	1
100041554	Gm3404	0	1	ENSMUSG00000079091	Gm3404	0	1
100041566	Gm3409	0	1	ENSMUSG00000096664	Gm3409	0	1
100041578	Gm3415	0	1	ENSMUSG00000095557	Gm3415	0	1
100041579	Gm20878	0	1	ENSMUSG00000078747	Gm20878	0	1
100041581	Zkscan16	0	1	ENSMUSG00000038630	Zkscan16	0	1
100041585	Amd2	0	1	ENSMUSG00000063953	Amd2	0	1
100041596	Gm9994	0	1	ENSMUSG00000093805	Gal3st2b	0	1
100041639	Gm3448	0	1	ENSMUSG00000079710	Gm3448	0	1
100041658	Mup7	0	1	ENSMUSG00000073842	Mup7	0	1
100041677	Gm13157	-0.165590043539481	0.645437097143846	ENSMUSG00000078495	Zfp984	0.00137691811411299	0.998973055922773
100041678	Gm3500	0	1	ENSMUSG00000096003	Gm3500	0	1
100041687	Mup8	0	1	ENSMUSG00000078687	Mup8	0	1
100041688	Gm10104	0	1	ENSMUSG00000061845	Defa35	0	1
100041702	Gm3476	0	1	ENSMUSG00000079371	Gm3476	0	1
100041735	Gm3488	0	1	ENSMUSG00000095295	Gm3488	0	1
100041759	Gm15293	0	1	ENSMUSG00000079116	Gm15293	0	1
100041774	Gm10413	0	1	ENSMUSG00000095533	Gm10413	0	1
100041787	Gm15292	0	1	ENSMUSG00000074441	Gm15292	0	1
100041811	Gm15299	0	1	ENSMUSG00000082211	Defa27	0	1
100041840	Gm10408	0	1	ENSMUSG00000072739	Gm10408	0	1
100041874	Gm3558	0	1	ENSMUSG00000079364	Gm3558	0	1
100041890	Gm15308	0	1	ENSMUSG00000094818	Defa32	0	1
100041895	Gm14850	0	1	ENSMUSG00000065956	Defa37	0	1
100041952	Gm15315	0	1	ENSMUSG00000063206	Defa34	0	1
100041953	Gm10094	-0.0897890056778047	0.767693708228114	ENSMUSG00000061104	Sap18b	-0.169842545059632	0.736432792634693
100041964	Gm3594	0	1	ENSMUSG00000095360	Gm3594	0	1
100041979	Gm3604	-0.472013663171974	0.123798759996704	ENSMUSG00000094942	Gm3604	0.353554277885535	0.664127102570187
100042055	Gm10377	0	1	ENSMUSG00000095226	Gm10377	0	1
100042065	Gm3646	0	1	ENSMUSG00000091937	Gm3646	0	1
100042109	Gm10488	0	1	ENSMUSG00000073257	Gm10488	0	1
100042110	Gm20903	0	1	ENSMUSG00000099782	Gm20903	0	1
100042144	Gm14632	0	1	ENSMUSG00000073255	Gm14632	0	1
100042149	Gm3696	0	1	ENSMUSG00000092167	Gm3696	0	1
100042150	Nrg2	0.335980510719068	0.873900224303867	ENSMUSG00000060275	Nrg2	1.52930573838145	0.255331227263278
100042159	Gm3701	0	1	ENSMUSG00000101381	Btbd35f16	0	1
100042165	BC005561	0.112002633846914	0.716879859146942	ENSMUSG00000079065	BC005561	-0.241747798170092	0.778838507246262
100042168	Gm3706	0	1	ENSMUSG00000078218	Btbd35f3	0	1
100042175	Gm10230	0	1	ENSMUSG00000095546	Gm10230	0	1
100042201	Gm20906	0	1	ENSMUSG00000099856	Gm20906	0	1
100042254	Gm3750	0	1	ENSMUSG00000078213	Btbd35f4	0	1
100042275	Gm3763	0	1	ENSMUSG00000094860	Btbd35f27	0	1
100042279	Gm20908	0	1	ENSMUSG00000101766	Gm20908	0	1
100042295	Gm3776	0	1	ENSMUSG00000111709	Gm3776	0	1
100042314	Gm10639	0	1	ENSMUSG00000074179	Gm10639	0	1
100042342	Gm10375	0	1	ENSMUSG00000095528	Gm10375	0	1
100042417	Gm20916	0	1	ENSMUSG00000094746	Gm20916	0	1
100042428	Gm20917	0	1	ENSMUSG00000095867	Gm20917	0	1
100042437	Vmn1r79	0	1	ENSMUSG00000096735	Vmn1r79	0	1
100042450	Gm16532	0	1	ENSMUSG00000093536	Smim17	0	1
100042480	Nhsl2	-0.8934087126434	0.0296789457053314	ENSMUSG00000079481	Nhsl2	-1.21744911586803	0.0195863549423615
100042493	Ccl21b	0	1	ENSMUSG00000095675	Ccl21b	0	1
100042499	Vmn2r55	0	1	ENSMUSG00000091045	Vmn2r55	0	1
100042514	Sprr2a3	0	1	ENSMUSG00000074445	Sprr2a3	0	1
100042555	Gm13305	0	1	ENSMUSG00000073876	Gm13305	0	1
100042578	Gm20929	0	1	ENSMUSG00000100045	Gm20929	0	1
100042591	Vmn2r31	0	1	ENSMUSG00000096373	Vmn2r31	0	1
100042594	Gm20931	0	1	ENSMUSG00000094570	Gm20931	0	1
100042636	Vmn2r34	0	1	ENSMUSG00000070841	Vmn2r34	0	1
100042653	Vmn2r36	0	1	ENSMUSG00000091651	Vmn2r36	0	1
100042690	Gm13769	0	1	ENSMUSG00000089859	Gm13769	0	1
100042761	Gm10697	0	1	ENSMUSG00000095251	Gm10697	0	1
100042776	Gm4027	0	1	ENSMUSG00000092019	Gm4027	0	1
100042781	Vmn2r40	0	1	ENSMUSG00000090864	Vmn2r40	0	1
100042782	Gm14458	0	1	ENSMUSG00000078206	Fthl17d	0	1
100042784	Prdm11	-0.218610592925265	0.725884812351423	ENSMUSG00000075028	Prdm11	-0.243016523770343	0.750226415575931
100042786	Gm16381	0	1	ENSMUSG00000113489	Gm16381	0	1
100042807	Eif3j2	0.166901284682455	0.698949480691511	ENSMUSG00000043424	Eif3j2	-0.232281711488771	0.747855451183037
100042810	Vmn2r45	0	1	ENSMUSG00000090662	Vmn2r45	0	1
100042840	Gm16501	0	1	ENSMUSG00000095573	H2al2b	0	1
100042848	Vmn2r41	0	1	ENSMUSG00000090892	Vmn2r41	0	1
100042849	Gm4064	0	1	ENSMUSG00000102053	Gm4064	0	1
100042855	Gm10267	0	1	ENSMUSG00000069385	Gm10267	0	1
100042856	Gm4070	0.876966618943878	0.316910016557273	ENSMUSG00000078606	Gm4070	-0.199808594551596	0.902591866577835
100042874	Gm10256	0	1	ENSMUSG00000095852	Gm10256	0	1
100042881	Gm10352	0	1	ENSMUSG00000091987	Gm10352	0	1
100042891	Vmn2r47	0	1	ENSMUSG00000094107	Vmn2r47	0	1
100042894	Vmn2r46	0	1	ENSMUSG00000090342	Vmn2r46	0	1
100042921	Vmn2r51	0	1	ENSMUSG00000058685	Vmn2r51	0	1
100042922	Gm14483	0	1	ENSMUSG00000100626	H2al1a	0	1
100042927	Gm14474	0	1	ENSMUSG00000101819	H2al1b	0	1
100042929	Gm14477	0	1	ENSMUSG00000096097	H2al1c	0	1
100042931	Gm14476	0	1	ENSMUSG00000094904	H2al1d	0	1
100042939	Gm14479	0	1	ENSMUSG00000095655	H2al1f	0	1
100042943	Gm14482	0	1	ENSMUSG00000095662	H2al1g	0	1
100042944	Gm14478	0	1	ENSMUSG00000099443	H2al1h	0	1
100042946	Gm14475	0	1	ENSMUSG00000095445	H2al1i	0	1
100042964	Gm4133	0	1	ENSMUSG00000095745	Gm4133	0	1
100042968	Vmn1r101	0	1	ENSMUSG00000094545	Vmn1r101	0	1
100042971	Gm10670	0	1	ENSMUSG00000094762	Gm10670	0	1
100042976	Gm4141	0	1	ENSMUSG00000095837	Gm4141	0	1
100042996	Vmn1r114	0	1	ENSMUSG00000094085	Vmn1r114	0	1
100043013	Vmn1r126	0	1	ENSMUSG00000096813	Vmn1r126	0	1
100043016	Vmn1r131	0	1	ENSMUSG00000093941	Vmn1r131	0	1
100043019	Gm4175	0	1	ENSMUSG00000096513	Gm4175	0	1
100043025	Gm4177	0	1	ENSMUSG00000096760	Gm4177	0	1
100043029	Vmn1r138	0	1	ENSMUSG00000095163	Vmn1r138	0	1
100043033	Gm16451	0	1	ENSMUSG00000096304	Gm16451	0	1
100043034	Rex2	0	1	ENSMUSG00000067919	Rex2	0	1
100043037	Gm10666	0	1	ENSMUSG00000096348	Gm10666	0	1
100043043	Gm4187	0	1	ENSMUSG00000093871	Gm4187	0	1
100043051	Vmn1r149	0	1	ENSMUSG00000094542	Vmn1r149	0	1
100043057	Tmem207	0	1	ENSMUSG00000091972	Tmem207	0	1
100043058	Gm10665	0	1	ENSMUSG00000096871	Gm10665	0	1
100043061	Gm4201	0	1	ENSMUSG00000095984	Gm4201	0	1
100043067	Vmn1r158	0	1	ENSMUSG00000094700	Vmn1r158	0	1
100043079	Gm4214	0	1	ENSMUSG00000092297	Gm4214	0	1
100043083	Gm4216	0	1	ENSMUSG00000094532	Gm4216	0	1
100043088	Vmn1r166	0	1	ENSMUSG00000096073	Vmn1r166	0	1
100043101	Vmn1r168	0	1	ENSMUSG00000074291	Vmn1r168	0	1
100043103	Vmn1r169	0	1	ENSMUSG00000094602	Vmn1r169	0	1
100043108	Cyp2c69	0	1	ENSMUSG00000092008	Cyp2c69	0	1
100043123	Gm11710	-0.503216370819353	0.16009758695612	ENSMUSG00000069609	Cd300ld4	0	1
100043125	Gm11711	0	1	ENSMUSG00000089722	Cd300ld5	0	1
100043133	9130023H24Rik	-1.11153390439492	0.00122724985129179	ENSMUSG00000062944	9130023H24Rik	-0.759905078777365	0.113190542547285
100043180	Gm4281	0	1	ENSMUSG00000101818	Gm28269	0	1
100043188	Gm10696	0	1	ENSMUSG00000074424	Gm10696	0	1
100043194	Sult2a2	0	1	ENSMUSG00000070811	Sult2a2	0	1
100043200	Olfr819	0	1	ENSMUSG00000094295	Olfr819	0	1
100043216	Gm4297	0	1	ENSMUSG00000081218	Gm4297	0	1
100043224	Gm4301	0	1	ENSMUSG00000094314	Gm4301	0	1
100043227	Gm4302	0	1	ENSMUSG00000091101	Gm4302	0	1
100043231	Gm4303	0	1	ENSMUSG00000112931	Gm4303	0	1
100043235	Gm4305	0	1	ENSMUSG00000112856	Gm4305	0	1
100043239	Gm4307	0	1	ENSMUSG00000096744	Gm4307	0	1
100043247	Gm4312	0	1	ENSMUSG00000096640	Gm4312	0	1
100043254	Nps	0	1	ENSMUSG00000073804	Nps	0	1
100043272	5430417L22Rik	0.133639485165821	0.460401877789005	ENSMUSG00000074918	Inafm2	0.267201142194789	0.51103415873341
100043292	Gm4340	0	1	ENSMUSG00000090854	Gm4340	0	1
100043300	Esp16	0	1	ENSMUSG00000096345	Esp16	0	1
100043314	Tigit	0	1	ENSMUSG00000071552	Tigit	0	1
100043326	Scgb2b3	0	1	ENSMUSG00000078754	Scgb2b3	0	1
100043332	Ankrd66	0	1	ENSMUSG00000096140	Ankrd66	0	1
100043381	Gm14308	0	1	ENSMUSG00000078880	Gm14308	0	1
100043387	Gm14305	0	1	ENSMUSG00000078878	Gm14305	0	1
100043456	Gm10681	0	1	ENSMUSG00000095388	Gm10681	0	1
100043461	Gm4450	0	1	ENSMUSG00000090817	Gm4450	0	1
100043468	Zfp955b	-0.201406208501845	0.543363098905264	ENSMUSG00000096910	Zfp955b	0.080113449871006	0.925701743485933
100043474	Gm4461	0	1	ENSMUSG00000096169	Olfr1564	0	1
100043497	Gm4477	0	1	ENSMUSG00000089694	Nat8f7	0	1
100043523	Gm4498	0	1	ENSMUSG00000094757	Gm4498	0	1
100043536	Vmn1r100	0	1	ENSMUSG00000096386	Vmn1r100	0	1
100043566	Gm10668	0	1	ENSMUSG00000095190	Gm10668	0	1
100043569	Vmn1r112	0	1	ENSMUSG00000094284	Vmn1r112	0	1
100043596	Vmn1r130	0	1	ENSMUSG00000094208	Vmn1r130	0	1
100043597	Srcap	0.297316944921973	0.317558227636118	ENSMUSG00000053877	Srcap	-0.404510970618984	0.5518042223956
100043604	Vmn1r132	0	1	ENSMUSG00000074322	Vmn1r132	0	1
100043614	Vmn1r137	0	1	ENSMUSG00000095962	Vmn1r137	0	1
100043627	Gm4559	0	1	ENSMUSG00000056885	Gm4559	0	1
100043638	Gm4565	0	1	ENSMUSG00000109396	Gm4565	0	1
100043645	Gm4567	0	1	ENSMUSG00000095363	Gm4567	0	1
100043665	Gm10662	0	1	ENSMUSG00000095683	Gm10662	0	1
100043667	Vmn1r165	0	1	ENSMUSG00000095358	Vmn1r165	0	1
100043684	Amy2a4	0	1	ENSMUSG00000096770	Amy2a4	0	1
100043686	Amy2a3	0	1	ENSMUSG00000093931	Amy2a3	0	1
100043688	Amy2a2	0	1	ENSMUSG00000096569	Amy2a2	0	1
100043757	Zfp831	0	1	ENSMUSG00000050600	Zfp831	0	1
100043772	Zfp850	0.0563361922769864	0.929749134701951	ENSMUSG00000096916	Zfp850	0.120526201884363	0.923453178813602
100043813	Rps27rt	0	1	ENSMUSG00000050621	Rps27rt	0	1
100043836	Scgb2b7	0	1	ENSMUSG00000094053	Scgb2b7	0	1
100043842	Scgb2b11	0	1	ENSMUSG00000099729	Scgb2b11	0	1
100043856	Scgb2b18	0	1	ENSMUSG00000100058	Scgb2b18	0	1
100043860	Scgb1b24	0	1	ENSMUSG00000078753	Scgb1b24	0	1
100043861	Klrb1	0	1	ENSMUSG00000079299	Klrb1	0	1
100043868	Scgb1b30	0	1	ENSMUSG00000078752	Scgb1b30	0	1
100043899	R3hdml	0	1	ENSMUSG00000078949	R3hdml	0	1
100043915	Gm4724	0	1	ENSMUSG00000078897	Gm4724	0	1
100044193	Gm20939	-0.263319764217366	0.601695191920419	ENSMUSG00000095193	Gm20939	0.43553708123667	0.667374149108875
100044509	Gm14378	-0.179160869034431	0.813573998572868	ENSMUSG00000089736	Tgfbr3l	0	1
100045778	Rnf223	-0.289074750876941	0.439394167215842	ENSMUSG00000110404	Rnf223	0	1
